product_id,name,category,subcategory,brand,description,price_npr,avg_rating,rating_count,tags,image_url,is_new_arrival,in_stock,is_cold_item
P0575,NepTech Mobile 575,Electronics,Mobile,NepTech,Mobile made for Nepali shoppers with reliable quality and local style.,899,2.9,92,"electronics, mobile, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EMobile%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0576,Sagarmatha Sunglasses 576,Fashion & Accessories,Sunglasses,Sagarmatha,Sunglasses made for Nepali shoppers with reliable quality and local style.,6500,3.6,216,"fashion & accessories, sunglasses, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESunglasses%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,True,False
P0577,Sagarmatha Headphones 577,Electronics,Headphones,Sagarmatha,Headphones made for Nepali shoppers with reliable quality and local style.,14500,4.8,245,"electronics, headphones, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EHeadphones%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0578,Sagarmatha Saree 578,Traditional Attire,Saree,Sagarmatha,Saree made for Nepali shoppers with reliable quality and local style.,2500,4.8,319,"traditional attire, saree, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%236B3119%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESaree%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3ETraditional%20Attire%3C/text%3E%3C/svg%3E",False,True,False
P0579,Kathmandu Craft Smart Watch 579,Electronics,Smart Watch,Kathmandu Craft,Smart Watch made for Nepali shoppers with reliable quality and local style.,14500,3.6,168,"electronics, smart watch, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESmart%20Watch%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0580,Sagarmatha Rice 580,Daily Groceries,Rice,Sagarmatha,Rice made for Nepali shoppers with reliable quality and local style.,9800,4.2,390,"daily groceries, rice, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ERice%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0581,Janakpur Mart Snacks 581,Daily Groceries,Snacks,Janakpur Mart,Snacks made for Nepali shoppers with reliable quality and local style.,550,3.1,0,"daily groceries, snacks, nepal, janakpur mart, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESnacks%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0582,Kathmandu Craft Literature 582,Books & Education,Literature,Kathmandu Craft,Literature made for Nepali shoppers with reliable quality and local style.,550,3.4,3,"books & education, literature, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%235A4E3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ELiterature%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EBooks%20%26%20Education%3C/text%3E%3C/svg%3E",True,True,True
P0583,Janakpur Mart Bags 583,Fashion & Accessories,Bags,Janakpur Mart,Bags made for Nepali shoppers with reliable quality and local style.,2500,4.0,177,"fashion & accessories, bags, nepal, janakpur mart, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EBags%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",True,True,False
P0584,NepTech Sunglasses 584,Fashion & Accessories,Sunglasses,NepTech,Sunglasses made for Nepali shoppers with reliable quality and local style.,899,3.6,7,"fashion & accessories, sunglasses, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESunglasses%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,True,False
P0585,Sagarmatha Mobile 585,Electronics,Mobile,Sagarmatha,Mobile made for Nepali shoppers with reliable quality and local style.,899,4.1,298,"electronics, mobile, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EMobile%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0586,Kathmandu Craft Headphones 586,Electronics,Headphones,Kathmandu Craft,Headphones made for Nepali shoppers with reliable quality and local style.,9800,3.0,145,"electronics, headphones, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EHeadphones%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0587,Kathmandu Craft Smart Watch 587,Electronics,Smart Watch,Kathmandu Craft,Smart Watch made for Nepali shoppers with reliable quality and local style.,899,3.9,259,"electronics, smart watch, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESmart%20Watch%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0588,Kathmandu Craft Woodcraft 588,Handicrafts & Art,Woodcraft,Kathmandu Craft,Woodcraft made for Nepali shoppers with reliable quality and local style.,4200,3.4,303,"handicrafts & art, woodcraft, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%238B3E1E%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EWoodcraft%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EHandicrafts%20%26%20Art%3C/text%3E%3C/svg%3E",False,True,False
P0589,Himalaya Kurta 589,Traditional Attire,Kurta,Himalaya,Kurta made for Nepali shoppers with reliable quality and local style.,4200,3.2,277,"traditional attire, kurta, nepal, himalaya, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%236B3119%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EKurta%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3ETraditional%20Attire%3C/text%3E%3C/svg%3E",False,True,False
P0590,Janakpur Mart Rice 590,Daily Groceries,Rice,Janakpur Mart,Rice made for Nepali shoppers with reliable quality and local style.,1250,4.0,17,"daily groceries, rice, nepal, janakpur mart, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ERice%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0591,NepTech Headphones 591,Electronics,Headphones,NepTech,Headphones made for Nepali shoppers with reliable quality and local style.,4200,3.4,345,"electronics, headphones, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EHeadphones%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0592,Kathmandu Craft Decor 592,Kitchen & Home,Decor,Kathmandu Craft,Decor made for Nepali shoppers with reliable quality and local style.,2500,4.6,69,"kitchen & home, decor, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%23B5750F%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EDecor%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EKitchen%20%26%20Home%3C/text%3E%3C/svg%3E",False,True,False
P0593,Janakpur Mart Woodcraft 593,Handicrafts & Art,Woodcraft,Janakpur Mart,Woodcraft made for Nepali shoppers with reliable quality and local style.,6500,4.2,94,"handicrafts & art, woodcraft, nepal, janakpur mart, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%238B3E1E%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EWoodcraft%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EHandicrafts%20%26%20Art%3C/text%3E%3C/svg%3E",False,True,False
P0594,Lalitpur Looms Cookware 594,Kitchen & Home,Cookware,Lalitpur Looms,Cookware made for Nepali shoppers with reliable quality and local style.,9800,2.6,32,"kitchen & home, cookware, nepal, lalitpur looms, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%23B5750F%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ECookware%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EKitchen%20%26%20Home%3C/text%3E%3C/svg%3E",False,True,False
P0595,Lalitpur Looms Headphones 595,Electronics,Headphones,Lalitpur Looms,Headphones made for Nepali shoppers with reliable quality and local style.,2500,3.1,245,"electronics, headphones, nepal, lalitpur looms, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EHeadphones%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0596,Janakpur Mart Spices 596,Daily Groceries,Spices,Janakpur Mart,Spices made for Nepali shoppers with reliable quality and local style.,4200,4.6,28,"daily groceries, spices, nepal, janakpur mart, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESpices%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0597,Kathmandu Craft Stationery 597,Books & Education,Stationery,Kathmandu Craft,Stationery made for Nepali shoppers with reliable quality and local style.,1800,5.0,372,"books & education, stationery, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%235A4E3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EStationery%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EBooks%20%26%20Education%3C/text%3E%3C/svg%3E",False,True,False
P0598,Sagarmatha Tea 598,Daily Groceries,Tea,Sagarmatha,Tea made for Nepali shoppers with reliable quality and local style.,550,3.5,258,"daily groceries, tea, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ETea%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0599,Kathmandu Craft Stationery 599,Books & Education,Stationery,Kathmandu Craft,Stationery made for Nepali shoppers with reliable quality and local style.,550,3.3,416,"books & education, stationery, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%235A4E3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EStationery%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EBooks%20%26%20Education%3C/text%3E%3C/svg%3E",False,True,False
P0600,Lalitpur Looms Smart Watch 600,Electronics,Smart Watch,Lalitpur Looms,Smart Watch made for Nepali shoppers with reliable quality and local style.,14500,3.7,10,"electronics, smart watch, nepal, lalitpur looms, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESmart%20Watch%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",True,True,True
P0601,Lalitpur Looms Literature 601,Books & Education,Literature,Lalitpur Looms,Literature made for Nepali shoppers with reliable quality and local style.,550,4.0,21,"books & education, literature, nepal, lalitpur looms, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%235A4E3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ELiterature%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EBooks%20%26%20Education%3C/text%3E%3C/svg%3E",False,True,False
P0602,Kathmandu Craft Snacks 602,Daily Groceries,Snacks,Kathmandu Craft,Snacks made for Nepali shoppers with reliable quality and local style.,2500,3.0,24,"daily groceries, snacks, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESnacks%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0603,NepTech Children Books 603,Books & Education,Children Books,NepTech,Children Books made for Nepali shoppers with reliable quality and local style.,1800,4.3,397,"books & education, children books, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%235A4E3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EChildren%20Books%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EBooks%20%26%20Education%3C/text%3E%3C/svg%3E",True,True,False
